competition_id,competition_name,tourney_cal_id,tourney_cal_name,match_id,match_date,team_id,team_name,opponent_id,home,accuratePass,blockedScoringAtt,cleanSheet,cornerTaken,fkFoulWon,fkFoulLost,goalAssist,goalKicks,goals,goalsConceded,lostCorners,midfielderGoals,ownGoals,penGoalsConceded,penaltyConceded,penaltySave,penaltyWon,possessionPercentage,saves,secondYellow,shotOffTarget,subsMade,totalClearance,totalOffside,totalPass,totalScoringAtt,totalSubOn,totalTackle,totalThrows,totalYellowCard,totalRedCard,wonCorners,wonTackle,penaltyFaced,rescindedRedCard,accurateBackZonePass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFwdZonePass,accurateGoalKicks,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attBxCentre,attBxLeft,attBxRight,attCmissHigh,attCmissHighLeft,attCmissHighRight,attCmissLeft,attCmissRight,attObxCentre,attObxLeft,attObxRight,attObxdLeft,attObxdRight,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attGoalHighCentre,attGoalHighLeft,attGoalHighRight,attGoalLowCentre,attGoalLowLeft,attGoalLowRight,attHdGoal,attHdMiss,attHdPost,attHdTarget,attHdTotal,attIboxBlocked,attIboxGoal,attIboxMiss,attIboxPost,attIboxTarget,attIboxOwnGoal,attOboxOwnGoal,attLfGoal,attLfTarget,attLfTotal,attLgCentre,attLgLeft,attLgRight,attMissHigh,attMissHighLeft,attMissHighRight,attMissLeft,attMissRight,attOboxBlocked,attOboxGoal,attOboxMiss,attOboxPost,attOboxTarget,attObpGoal,attOneOnOne,attOpenplay,attPenGoal,attPenMiss,attPenPost,attPenTarget,attPostHigh,attPostLeft,attPostRight,attRfGoal,attRfTarget,attRfTotal,attSetpiece,attSvHighCentre,attSvHighLeft,attSvHighRight,attSvLowCentre,attSvLowLeft,attSvLowRight,attemptsIbox,attemptsObox,attemptsConcededIbox,attemptsConcededObox,backPass,ballRecovery,challengeLost,clearanceOffLine,contentiousDecision,crossNotClaimed,crosses18yard,crosses18yardplus,dangerousPlay,defenderGoals,dispossessed,diveCatch,diveSave,duelLost,duelWon,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,firstHalfGoals,formationUsed,forwardGoals,fouledFinalThird,goalAssistIntentional,goalsConcededIbox,goalsConcededObox,goodHighClaim,goalsOpenplay,handBall,headClearance,interception,interceptionsInBox,keeperThrows,lastManTackle,longPassOwnToOpp,longPassOwnToOppSuccess,offsideProvoked,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,outfielderBlock,ownGoalAccrued,passesLeft,passesRight,postScoringAtt,punches,ptsDroppedWinningPos,ptsGainedLosingPos,savedIbox,savedObox,savedSetpiece,sixSecondViolation,sixYardBlock,standCatch,standSave,totalAttackingPass,totalAttAssist,totalBackZonePass,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFwdZonePass,totalHighClaim,totalLaunches,totalLayoffs,totalLongBalls,totalThroughBall,touches,touchesInOppBox,turnover,wonContest,totalFlickOn,accurateFlickOn,totalChippedPass,accurateChippedPass,blockedCross,shieldBallOop,foulThrowIn,effectiveBlockedCross,totalPullBack,accuratePullBack,totalKeeperSweeper,accurateKeeperSweeper,goalAssistOpenplay,goalAssistSetplay,attAssistOpenplay,attAssistSetplay,overrun,interceptionWon,bigChanceCreated,bigChanceMissed,bigChanceScored,unsuccessfulTouch,fwdPass,backwardPass,leftsidePass,rightsidePass,successfulFinalThirdPasses,totalFinalThirdPasses,divingSave,possWonDef3rd,possWonMid3rd,possWonAtt3rd,possLostAll,possLostCtrl,goalFastbreak,shotFastbreak,penAreaEntries,hitWoodwork,goalAssistDeadball,freekickCross,accurateFreekickCross,openPlayPass,successfulOpenPlayPass,attemptedTackleFoul,blockedPass,failedToBlock,putThrough,successfulPutThrough,assistPassLost,assistBlockedShot,assistAttemptSaved,assistPost,assistFreeKickWon,assistHandballWon,assistOwnGoal,assistPenaltyWon,shotsConcOnfield,subsGoals,keeperGoals
2kwbbcootiqqgmrzs6o5inle5,Premier League,9n12waklv005j8r32sfjj2eqc,2024/2025,cycxow0z81dhrswp0074dhp1w,2025-02-26Z,7vn2i2kd35zuetw6b38gw9jsz,Newcastle,c8h9bw1l82s06h77xxrelzhur,False,309.0,1.0,0.0,2.0,12.0,11.0,0.0,9.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,38.8,1.0,0.0,2.0,5.0,20.0,1.0,366.0,3.0,0.0,20.0,18.0,1.0,0.0,2.0,12.0,0.0,0.0,136.0,0.0,1.0,1.0,174.0,5.0,3.0,2.0,4.0,16.0,0.0,14.0,9.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,9.0,3.0,0.0,40.0,8.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,14.0,0.0,0.0,53.0,43.0,20.0,6.0,0.0,1.0,47.0,0.0,4231,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,6.0,5.0,0.0,3.0,0.0,47.0,27.0,0.0,1.0,0.0,0.0,4.0,0.0,45.0,58.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,148.0,18.0,2.0,14.0,12.0,1.0,232.0,1.0,10.0,4.0,33.0,1.0,538.0,16.0,0.0,7.0,0.0,0.0,18.0,12.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,5.0,1.0,1.0,0.0,16.0,127.0,54.0,91.0,94.0,90.0,117.0,1.0,13.0,21.0,3.0,118.0,118.0,0.0,1.0,25.0,0.0,0.0,1.0,0.0,344.0,294.0,5.0,11.0,0.0,15.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2kwbbcootiqqgmrzs6o5inle5,Premier League,9n12waklv005j8r32sfjj2eqc,2024/2025,cyrm38ygfd7f3oa4u3rrgclxw,2025-02-26Z,6eqit8ye8aomdsrrq0hk3v7gh,Man Utd,8b523ujgl21tbc01me65q0aoh,True,298.0,3.0,0.0,5.0,16.0,9.0,1.0,7.0,3.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,44.6,1.0,0.0,1.0,4.0,24.0,0.0,364.0,10.0,0.0,18.0,15.0,4.0,1.0,5.0,10.0,0.0,0.0,175.0,3.0,5.0,2.0,128.0,2.0,0.0,4.0,9.0,20.0,1.0,10.0,15.0,10.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,3.0,1.0,3.0,1.0,0.0,4.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,8.0,2.0,5.0,7.0,0.0,47.0,5.0,0.0,1.0,0.0,9.0,3.0,0.0,2.0,4.0,0.0,0.0,44.0,51.0,24.0,14.0,1.0,0.0,45.0,2.0,3421,0.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,14.0,4.0,0.0,0.0,0.0,62.0,36.0,0.0,0.0,6.0,6.0,5.0,1.0,78.0,33.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,191.0,19.0,4.0,18.0,14.0,0.0,191.0,1.0,16.0,10.0,52.0,3.0,536.0,23.0,0.0,7.0,3.0,1.0,33.0,14.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,4.0,1.0,0.0,2.0,9.0,135.0,66.0,82.0,81.0,57.0,93.0,1.0,29.0,7.0,7.0,109.0,109.0,0.0,0.0,24.0,0.0,1.0,2.0,1.0,334.0,278.0,4.0,8.0,0.0,13.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2kwbbcootiqqgmrzs6o5inle5,Premier League,9n12waklv005j8r32sfjj2eqc,2024/2025,cyrm38ygfd7f3oa4u3rrgclxw,2025-02-26Z,8b523ujgl21tbc01me65q0aoh,Ipswich,6eqit8ye8aomdsrrq0hk3v7gh,False,388.0,5.0,0.0,6.0,9.0,16.0,1.0,5.0,2.0,3.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,55.4,4.0,0.0,4.0,5.0,21.0,2.0,451.0,12.0,0.0,16.0,9.0,4.0,0.0,6.0,11.0,0.0,0.0,133.0,1.0,2.0,1.0,257.0,4.0,6.0,4.0,7.0,13.0,1.0,8.0,10.0,15.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,1.0,2.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,7.0,9.0,2.0,0.0,46.0,7.0,0.0,0.0,0.0,8.0,5.0,0.0,0.0,9.0,0.0,0.0,51.0,44.0,21.0,6.0,0.0,2.0,72.0,2.0,3421,0.0,2.0,0.0,3.0,0.0,2.0,2.0,0.0,6.0,11.0,2.0,6.0,0.0,45.0,24.0,0.0,2.0,6.0,3.0,3.0,0.0,73.0,75.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,143.0,14.0,4.0,18.0,14.0,0.0,326.0,2.0,10.0,7.0,31.0,1.0,616.0,19.0,0.0,5.0,4.0,3.0,21.0,9.0,3.0,1.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,7.0,0.0,0.0,11.0,0.0,0.0,1.0,9.0,139.0,68.0,115.0,129.0,134.0,172.0,4.0,23.0,10.0,6.0,109.0,109.0,0.0,0.0,31.0,0.0,0.0,1.0,0.0,431.0,374.0,9.0,3.0,0.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2kwbbcootiqqgmrzs6o5inle5,Premier League,9n12waklv005j8r32sfjj2eqc,2024/2025,cwr3srzqw7pqlcwu54j6he49g,2025-02-26Z,22doj4sgsocqpxw45h607udje,Tottenham,a3nyxabgsqlnqfkeg41m6tnpp,True,465.0,2.0,0.0,8.0,14.0,12.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,55.6,4.0,0.0,3.0,5.0,15.0,0.0,529.0,11.0,0.0,26.0,19.0,3.0,0.0,8.0,15.0,0.0,0.0,309.0,4.0,8.0,4.0,164.0,2.0,5.0,1.0,10.0,12.0,0.0,19.0,5.0,8.0,8.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,6.0,2.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,11.0,0.0,8.0,4.0,0.0,49.0,7.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,5.0,0.0,0.0,44.0,57.0,15.0,10.0,0.0,0.0,48.0,0.0,433,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,7.0,1.0,5.0,0.0,54.0,33.0,0.0,3.0,8.0,6.0,5.0,0.0,61.0,44.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,328.0,24.0,6.0,16.0,10.0,1.0,217.0,1.0,7.0,10.0,33.0,1.0,721.0,27.0,0.0,9.0,1.0,1.0,26.0,6.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,5.0,6.0,3.0,7.0,2.0,2.0,0.0,18.0,152.0,81.0,151.0,145.0,75.0,105.0,2.0,19.0,22.0,3.0,113.0,113.0,0.0,1.0,28.0,0.0,0.0,4.0,2.0,510.0,448.0,6.0,7.0,0.0,15.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2kwbbcootiqqgmrzs6o5inle5,Premier League,9n12waklv005j8r32sfjj2eqc,2024/2025,cwr3srzqw7pqlcwu54j6he49g,2025-02-26Z,a3nyxabgsqlnqfkeg41m6tnpp,Man City,22doj4sgsocqpxw45h607udje,False,363.0,5.0,1.0,3.0,12.0,15.0,0.0,4.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,44.4,6.0,0.0,2.0,5.0,17.0,2.0,416.0,12.0,0.0,20.0,18.0,0.0,0.0,3.0,13.0,0.0,0.0,190.0,0.0,2.0,2.0,175.0,3.0,12.0,2.0,3.0,23.0,0.0,15.0,8.0,5.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,3.0,0.0,0.0,1.0,2.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,0.0,0.0,0.0,3.0,1.0,0.0,8.0,4.0,11.0,0.0,0.0,48.0,9.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,14.0,0.0,0.0,57.0,44.0,17.0,6.0,0.0,0.0,40.0,1.0,4231,1.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,10.0,1.0,12.0,0.0,39.0,24.0,0.0,1.0,7.0,5.0,2.0,0.0,56.0,50.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,209.0,19.0,3.0,12.0,9.0,0.0,219.0,0.0,11.0,4.0,39.0,1.0,605.0,29.0,0.0,7.0,3.0,1.0,25.0,16.0,2.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,10.0,3.0,3.0,1.0,13.0,122.0,70.0,114.0,110.0,94.0,111.0,1.0,18.0,12.0,5.0,108.0,108.0,0.0,0.0,19.0,0.0,0.0,2.0,0.0,402.0,350.0,8.0,6.0,0.0,13.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2kwbbcootiqqgmrzs6o5inle5,Premier League,9n12waklv005j8r32sfjj2eqc,2024/2025,cwcq9jqfo2k109markfujdkwk,2025-02-26Z,1qtaiy11gswx327s0vkibf70n,Nottm Forest,4dsgumo7d4zupm2ugsvm4zm4d,True,199.0,3.0,1.0,3.0,15.0,10.0,0.0,7.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,34.9,1.0,0.0,1.0,3.0,31.0,1.0,268.0,6.0,0.0,18.0,16.0,1.0,0.0,3.0,10.0,0.0,0.0,99.0,0.0,4.0,4.0,104.0,3.0,0.0,10.0,2.0,19.0,0.0,10.0,16.0,14.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,8.0,5.0,0.0,39.0,12.0,0.0,0.0,0.0,11.0,2.0,0.0,0.0,10.0,0.0,0.0,51.0,52.0,31.0,19.0,0.0,1.0,44.0,0.0,4231,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0,8.0,1.0,0.0,0.0,58.0,25.0,0.0,1.0,3.0,2.0,9.0,0.0,39.0,49.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,113.0,9.0,2.0,18.0,16.0,0.0,173.0,0.0,24.0,2.0,47.0,1.0,438.0,16.0,0.0,5.0,6.0,3.0,24.0,11.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,8.0,1.0,1.0,0.0,11.0,104.0,47.0,58.0,59.0,58.0,92.0,0.0,24.0,5.0,5.0,116.0,116.0,0.0,0.0,20.0,0.0,0.0,3.0,2.0,240.0,182.0,4.0,2.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2kwbbcootiqqgmrzs6o5inle5,Premier League,9n12waklv005j8r32sfjj2eqc,2024/2025,cwcq9jqfo2k109markfujdkwk,2025-02-26Z,4dsgumo7d4zupm2ugsvm4zm4d,Arsenal,1qtaiy11gswx327s0vkibf70n,False,438.0,9.0,1.0,11.0,9.0,17.0,0.0,7.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,65.1,2.0,0.0,3.0,5.0,22.0,2.0,502.0,13.0,0.0,14.0,9.0,1.0,0.0,11.0,9.0,0.0,0.0,163.0,4.0,6.0,2.0,281.0,7.0,4.0,0.0,7.0,12.0,0.0,7.0,14.0,16.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,5.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,5.0,4.0,2.0,0.0,40.0,5.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,7.0,0.0,0.0,52.0,51.0,22.0,11.0,0.0,1.0,61.0,0.0,433,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,5.0,0.0,4.0,1.0,47.0,30.0,0.0,3.0,9.0,1.0,3.0,0.0,62.0,79.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,12.0,173.0,23.0,10.0,27.0,17.0,0.0,356.0,0.0,8.0,7.0,27.0,1.0,677.0,30.0,0.0,12.0,4.0,0.0,26.0,12.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,0.0,5.0,2.0,2.0,0.0,18.0,149.0,64.0,139.0,150.0,165.0,204.0,1.0,15.0,16.0,4.0,125.0,125.0,0.0,0.0,49.0,1.0,0.0,3.0,0.0,485.0,422.0,3.0,6.0,0.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2kwbbcootiqqgmrzs6o5inle5,Premier League,9n12waklv005j8r32sfjj2eqc,2024/2025,cv3tiv5ru5bb5tcb6nuge4cgk,2025-02-26Z,7yx5dqhhphyvfisohikodajhv,Brentford,ehd2iemqmschhj2ec0vayztzz,True,384.0,3.0,0.0,2.0,5.0,3.0,0.0,11.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,51.8,3.0,0.0,6.0,2.0,24.0,1.0,458.0,12.0,0.0,13.0,21.0,2.0,0.0,2.0,8.0,0.0,0.0,216.0,0.0,4.0,4.0,172.0,10.0,7.0,5.0,8.0,25.0,1.0,16.0,16.0,15.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,5.0,2.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,8.0,4.0,7.0,7.0,0.0,48.0,4.0,0.0,0.0,0.0,12.0,7.0,0.0,0.0,4.0,0.0,0.0,38.0,41.0,24.0,14.0,0.0,0.0,56.0,1.0,4231,1.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,14.0,9.0,2.0,7.0,0.0,50.0,30.0,0.0,4.0,4.0,3.0,2.0,0.0,56.0,62.0,1.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,229.0,20.0,1.0,20.0,19.0,0.0,249.0,3.0,12.0,8.0,44.0,1.0,642.0,31.0,0.0,9.0,6.0,1.0,32.0,16.0,3.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,1.0,9.0,1.0,1.0,1.0,8.0,141.0,76.0,122.0,119.0,106.0,151.0,0.0,10.0,24.0,3.0,120.0,120.0,0.0,0.0,34.0,1.0,0.0,0.0,0.0,438.0,365.0,2.0,10.0,0.0,17.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2kwbbcootiqqgmrzs6o5inle5,Premier League,9n12waklv005j8r32sfjj2eqc,2024/2025,cv3tiv5ru5bb5tcb6nuge4cgk,2025-02-26Z,ehd2iemqmschhj2ec0vayztzz,Everton,7yx5dqhhphyvfisohikodajhv,False,351.0,2.0,0.0,5.0,3.0,6.0,1.0,8.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,48.2,2.0,0.0,8.0,2.0,33.0,0.0,425.0,14.0,0.0,15.0,23.0,1.0,0.0,5.0,8.0,0.0,0.0,167.0,2.0,4.0,2.0,188.0,7.0,4.0,7.0,10.0,26.0,0.0,19.0,15.0,16.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,1.0,0.0,0.0,6.0,0.0,1.0,0.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,7.0,7.0,8.0,4.0,0.0,47.0,9.0,0.0,0.0,0.0,8.0,7.0,0.0,1.0,7.0,0.0,0.0,41.0,38.0,33.0,18.0,0.0,0.0,47.0,0.0,4231,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,18.0,4.0,0.0,5.0,0.0,47.0,27.0,0.0,5.0,5.0,4.0,3.0,0.0,65.0,48.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,195.0,10.0,5.0,21.0,16.0,3.0,251.0,0.0,16.0,10.0,48.0,0.0,591.0,17.0,0.0,4.0,6.0,0.0,24.0,11.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,1.0,0.0,4.0,2.0,2.0,1.0,8.0,121.0,78.0,113.0,113.0,82.0,115.0,1.0,18.0,20.0,1.0,117.0,117.0,0.0,3.0,25.0,0.0,0.0,1.0,0.0,410.0,340.0,2.0,6.0,0.0,19.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2kwbbcootiqqgmrzs6o5inle5,Premier League,9n12waklv005j8r32sfjj2eqc,2024/2025,cxyii49crq90gqa1amt6nbg9g,2025-02-25Z,9q0arba2kbnywth8bkxlhgmdr,Chelsea,d5ydtvt96bv7fq04yqm2w2632,True,564.0,2.0,1.0,4.0,9.0,6.0,4.0,8.0,4.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,59.6,2.0,0.0,7.0,5.0,13.0,2.0,620.0,19.0,0.0,17.0,15.0,1.0,0.0,4.0,9.0,0.0,0.0,248.0,2.0,5.0,3.0,321.0,7.0,1.0,2.0,18.0,23.0,1.0,15.0,8.0,12.0,8.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,2.0,5.0,1.0,4.0,5.0,0.0,3.0,0.0,0.0,2.0,3.0,9.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,1.0,3.0,0.0,1.0,1.0,0.0,13.0,6.0,5.0,2.0,0.0,45.0,4.0,0.0,0.0,0.0,4.0,2.0,0.0,2.0,11.0,0.0,0.0,33.0,42.0,13.0,9.0,0.0,0.0,67.0,3.0,4231,1.0,3.0,4.0,0.0,0.0,0.0,2.0,1.0,9.0,7.0,1.0,1.0,0.0,55.0,38.0,0.0,7.0,10.0,10.0,3.0,0.0,84.0,73.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,263.0,10.0,3.0,10.0,7.0,0.0,367.0,0.0,8.0,20.0,43.0,2.0,773.0,39.0,0.0,5.0,0.0,0.0,26.0,12.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,11.0,2.0,1.0,7.0,6.0,3.0,3.0,12.0,171.0,113.0,165.0,171.0,183.0,211.0,1.0,18.0,20.0,6.0,92.0,92.0,0.0,0.0,27.0,0.0,1.0,1.0,1.0,603.0,548.0,5.0,2.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
